os_numero,vendedor,vendedor_uuid,vendedor_nome_normalizado,data_movimento,loja_nome,loja_id,carne,canal_captacao_uuid,canal_captacao_nome,arquivo_origem,data_processamento,versao_arquivo,tabela_origem
3495,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3494,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3484,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3504,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3486,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,01cde395-3833-4127-acd7-a4d80d08c32f,16 - INDICAÇÃO,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3500,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,01cde395-3833-4127-acd7-a4d80d08c32f,16 - INDICAÇÃO,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3486,3,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,300,01cde395-3833-4127-acd7-a4d80d08c32f,16 - INDICAÇÃO,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3473,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-24 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3503,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-24 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3499,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-24 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,ca5f81c8-de87-4ee2-9dac-c7951cbf2764,15 - ORÇAMENTO,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3501,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-25 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3457,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-26 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3447,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-26 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3485,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-26 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3485,6,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-26 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,1190,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3504,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-27 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3464,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-27 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3505,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-04-29 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,abr_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2716,bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,bruno,2023-08-15 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2603,bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,bruno,2023-08-15 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2852,bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,bruno,2023-08-15 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2941,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-16 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2965,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-17 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2938,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-17 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2953,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-18 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2943,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-18 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2987,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2982,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2971,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2950,Rosângela,b798769b-8ce6-4c9e-8be7-bb46df413eab,Rosângela,2023-08-19 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2969,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-21 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2973,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-21 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2846,Bruno,c9a76e06-f67b-4b36-a44f-a55716679a2a,Bruno,2023-08-21 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2939,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2962,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2985,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-22 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2983,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-23 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2986,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-23 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2974,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-23 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2959,ROSANGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSANGELA,2023-08-23 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2979,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-24 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2979,5,c0023125-cf07-42bc-8462-4ddcbe586ce7,,2023-08-24 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,550,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2963,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-25 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2960,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-26 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2955,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2023-08-28 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3002,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-29 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3000,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-29 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3008,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-29 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2995,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-29 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2966,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-30 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2991,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-30 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3014,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-30 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2990,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-30 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2984,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-31 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Sim,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3004,BRUNO,c9a76e06-f67b-4b36-a44f-a55716679a2a,BRUNO,2023-08-31 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
2984,5,c0023125-cf07-42bc-8462-4ddcbe586ce7,,2023-08-31 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,1800,,,ago_23.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3651,ROGÉRIO,22ea8fe8-34cd-4b68-b56c-33e63f5290f8,ROGERIO APARECIDO DE MORAIS,2024-08-02 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,002e25a7-d726-4a10-bf04-dab43dfe7c37,17 - ABORDAGEM,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3652,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-08-02 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3638,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-08-02 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3666,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-08-03 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,48ee4195-2255-475a-98da-176908111bd2,04 CLIENTES,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3644,ROGÉRIO,22ea8fe8-34cd-4b68-b56c-33e63f5290f8,ROGERIO APARECIDO DE MORAIS,2024-08-03 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3644,5,22ea8fe8-34cd-4b68-b56c-33e63f5290f8,ROGERIO APARECIDO DE MORAIS,2024-08-03 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,500,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3646,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-08-06 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
3645,ROSÂNGELA,b798769b-8ce6-4c9e-8be7-bb46df413eab,ROSÂNGELA,2024-08-06 00:00:00,RIO_PEQUENO,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,Não,c1477a71-95ce-4cfb-a9a3-fb962e61a3a3,138 - SAÚDE DOS OLHOS,ago_24.xlsx,2025-10-30 13:29:28.705332,FINAL_BANCO_COMPLETO_v1.0,os_entregues_dia
